type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
red,12.0469,0.8107,0.7625,2.3079,0.13,45.6361,145.7227,1.01,2.7,0.9,12.5,4
red,12.0702,1.1259,0.7517,5.4449,0.19,24.8311,102.9521,1.01,1.6,0.5,11,7
red,0.1331,1.0108,0.5875,2.822,0.14,26.2015,137.771,1,3.7,0.3,5.6,7
red,9.5109,0.809,0.0624,4.9607,0.15,44.8132,97.6298,0.99,2.5,0.8,8.9,5
red,2.6093,1.1588,0.0375,3.2074,0.13,6.915,153.3013,1.01,1.5,1.3,6.3,4
red,5.0257,0.5337,0.3769,0.8085,0.13,2.3169,13.0452,0.99,1.9,1.2,6.1,4
red,8.2629,0.5842,0.4695,4.458,0.16,47.3572,123.8063,1,2.2,0.7,8,3
red,8.8055,0.5466,0.6402,3.7329,0.11,39.261,94.9085,1,1.5,0.9,7.8,3
red,13.7531,1.0167,0.5564,6.7196,0.07,56.7793,123.6598,0.99,2.6,0.6,4.7,8
red,12.4686,0.2941,0.0223,2.2645,0.15,24.6088,74.6681,1.01,1.4,1,5.5,8
red,6.8784,0.5155,0.4756,2.4646,0.05,59.8714,111.045,0.99,3.1,0.5,10.6,6
red,14.6769,0.2008,0.3156,3.5089,0.07,48.0378,72.1028,1,3.8,0.5,13,7
red,7.386,1.0412,0.6823,2.8831,0.13,9.4215,124.0664,0.99,3.6,1.2,6.8,5
red,12.328,0.3854,0.409,2.6704,0.12,33.759,130.9429,1.01,2.2,0.4,11,8
red,14.2538,0.1379,0.7762,3.1515,0.09,40.2071,25.6437,1,2,1.2,9.9,5
red,3.372,0.942,0.5405,0.4697,0.12,57.8502,60.4593,1,3.8,0.3,6.4,7
red,0.5583,0.6434,0.3974,2.4998,0.16,29.105,167.9471,1.01,2,0.6,9.3,4
red,4.5414,0.2695,0.3799,0.343,0.18,51.9847,104.3512,1,3,0.3,13.4,7
red,8.9314,0.0094,0.601,4.9514,0.17,16.6918,65.049,0.99,1.9,0.7,8.4,6
red,13.6628,0.087,0.6473,1.4389,0.11,57.6691,48.8677,1,2.5,1.2,8.9,6
red,1.5846,0.0362,0.4215,4.992,0.13,41.6468,112.2193,0.99,3.1,0.9,11.8,8
red,4.6515,0.1484,0.3556,0.2438,0.2,7.5421,116.5952,1.01,2.3,0.3,4.7,4
red,10.3303,1.0254,0.494,4.7754,0.09,53.0396,134.9767,0.99,3.2,0.7,8.5,7
red,14.1532,0.3284,0.7443,1.2973,0.05,49.3872,60.5724,1.01,3.6,1.1,10,5
red,1.4997,1.2448,0.0114,6.6238,0.15,3.3187,134.7963,1,2.3,0.6,8.7,7
red,0.5973,0.2814,0.0538,4.5662,0.2,2.1712,58.9821,0.99,2.2,0.8,8.1,6
red,12.0329,0.2506,0.7742,0.1109,0.05,56.2391,154.1067,0.99,3.7,1.2,10.7,6
red,6.5378,0.4069,0.4606,0.3003,0.1,51.6528,165.6427,1,3.7,0.7,10.2,8
red,11.6231,0.7466,0.1964,1.1939,0.11,28.4106,147.7028,1,3.4,1.3,12.4,4
red,10.6726,0.3991,0.5071,2.8818,0.1,16.9042,166.0693,0.99,2,0.7,13.3,7
red,3.5032,1.3374,0.7252,4.419,0.14,32.9514,114.8454,1,3,1.2,9.9,7
red,11.5298,1.3094,0.1707,1.8219,0.14,17.9032,158.0519,1,1.6,0.9,6.2,3
red,3.4086,1.0879,0.4346,5.7305,0.07,14.8319,26.3288,1.01,2.5,1.2,9.6,6
red,13.9737,0.852,0.1959,2.1664,0.07,10.7092,149.2421,1,3.1,1.3,8.1,8
red,8.8288,1.0991,0.0776,6.3818,0.19,45.9211,169.6165,0.99,3,0.7,6.2,6
red,0.5762,1.3482,0.7554,4.0533,0.15,44.4526,50.6645,1,3.7,0.4,5.7,5
red,4.8342,1.2528,0.6134,5.1418,0.07,9.2396,12.8908,0.99,3.5,0.5,4.7,7
red,1.3227,0.416,0.5578,2.0695,0.09,5.0894,47.8215,1,2.2,1.2,6.9,4
red,0.0496,0.7546,0.517,0.6579,0.08,35.1199,66.1601,0.99,2.8,0.3,13.2,4
red,4.3265,0.8653,0.5317,6.2114,0.16,22.5817,90.0948,0.99,3.2,0.3,7.4,3
red,12.9053,0.3864,0.4751,1.8166,0.05,33.314,77.5351,1,1.9,1,6.6,4
red,5.9011,1.1497,0.6973,6.7848,0.18,50.1589,167.859,0.99,2.6,1.3,9.8,6
red,10.7375,0.1728,0.0468,4.8821,0.1,6.7147,137.5203,1.01,3,0.7,7.4,5
red,7.1546,0.2752,0.2699,6.2498,0.1,20.411,163.9932,0.99,1.4,1.2,5.5,5
red,10.9151,0.6646,0.7189,2.5151,0.13,10.3023,73.875,1.01,3.4,0.3,9.1,8
red,14.0606,0.8626,0.2101,2.9086,0.17,58.0546,34.5889,0.99,3.1,1.2,8.4,7
red,11.8795,0.6158,0.2555,4.2425,0.14,11.8414,118.725,1,1.8,1.3,9.2,6
red,0.1015,0.5964,0.0936,5.0807,0.08,43.2627,14.7072,1,3.6,1.3,5.5,3
red,11.4685,0.8388,0.4723,3.3561,0.1,49.6222,40.8763,0.99,2.7,0.4,9.7,3
red,9.6191,0.5579,0.3998,0.5667,0.05,20.3996,160.4677,1.01,3.5,1.1,11.6,5
red,10.2442,0.544,0.4788,4.7682,0.08,50.8447,140.793,0.99,1.5,0.9,6.4,4
red,6.7714,0.9058,0.4454,6.4035,0.09,20.7385,68.6709,0.99,3.2,0.3,7.3,3
red,4.2269,0.3702,0.4256,3.2524,0.11,5.2542,21.6033,0.99,1.5,0.9,12.1,8
red,8.2059,0.9871,0.4899,3.194,0.05,12.6285,153.0359,1.01,3,1.1,5.7,4
red,8.5967,0.2778,0.6817,1.7076,0.12,59.2022,72.878,0.99,2.2,0.9,10.3,3
red,6.1677,1.0183,0.4243,2.0388,0.05,21.3876,166.5914,1,1.9,0.6,8.7,6
red,2.6439,0.7562,0.3886,3.2073,0.11,31.3952,28.1198,1,2.7,0.6,7.1,4
red,14.1061,0.8337,0.7392,3.6274,0.11,29.6801,30.328,1,2.4,1.1,6.6,8
red,11.0388,0.0798,0.7859,4.7138,0.18,15.7232,41.7755,1.01,3.5,0.8,8.9,6
red,4.0649,1.1183,0.0069,2.7719,0.18,31.6629,41.1924,1,1.4,1,12,3
red,14.3232,0.3429,0.3191,6.5915,0.08,33.3482,22.6673,1.01,3.2,0.4,12.5,3
red,11.7318,0.1362,0.4989,6.3589,0.2,53.3395,132.9893,1.01,1.5,0.4,9.8,3
red,7.9269,1.2402,0.0304,0.4998,0.08,7.2573,62.2696,0.99,2.1,1.1,5.9,7
red,12.2063,1.0693,0.4979,6.0406,0.17,43.0322,47.0313,0.99,3.3,0.9,6,6
red,12.3156,0.6013,0.3493,1.355,0.05,7.7073,126.3464,1.01,1.9,1.1,11.1,3
red,6.163,1.0612,0.6988,1.8291,0.13,7.2324,128.2098,1.01,1.7,1.3,11.8,6
red,2.5921,1.3362,0.5164,6.3419,0.17,33.7104,26.1833,1.01,2.8,1,12,6
red,0.742,1.266,0.1902,1.5572,0.07,53.5509,143.5177,1,3.4,0.4,11.8,5
red,0.6239,1.1232,0.6846,2.2749,0.14,24.0536,26.0705,1,3,0.6,6,7
red,5.8463,0.6881,0.2571,5.4535,0.09,43.4989,105.5631,1,1.5,0.8,7,4
red,1.5615,1.1989,0.7777,0.5197,0.14,31.3048,48.2856,1.01,1.6,0.6,12.8,3
red,1.7981,0.7429,0.7463,4.9211,0.07,48.6834,11.4327,1.01,3.5,1,7,3
red,13.0212,0.7672,0.156,2.8818,0.1,4.783,103.0046,0.99,2.1,0.3,5.4,6
red,10.6611,1.2652,0.5087,5.8033,0.15,45.875,124.3315,0.99,3.7,0.8,6.6,4
red,8.3883,0.9972,0.4658,6.7686,0.05,6.318,40.2324,0.99,3.1,1.2,8.6,5
red,12.746,0.7998,0.0888,0.3036,0.11,53.1839,80.4651,1.01,2.6,1.1,9.7,8
red,0.1173,0.2374,0.2102,3.4616,0.15,20.2404,114.3349,0.99,3.7,0.5,9.2,8
red,4.3532,0.092,0.6444,0.6325,0.16,43.7453,143.5012,0.99,2.9,1.1,4.9,3
red,9.9849,0.4518,0.6937,0.3496,0.19,53.1192,89.9457,0.99,3.5,0.9,7.3,7
red,7.3617,0.4748,0.0385,0.5881,0.2,57.3182,114.9365,1,2.7,0.9,7.9,8
red,3.4565,0.4828,0.0713,0.9081,0.07,49.6359,105.8578,0.99,2.2,1.3,8.1,3
red,13.1633,0.2707,0.698,6.6008,0.17,37.6052,61.4558,0.99,2.1,1,8.5,3
red,3.7663,1.2346,0.1124,3.805,0.18,1.6423,155.896,0.99,1.7,1.2,11.1,5
red,6.5622,0.4394,0.1077,6.0534,0.05,31.8074,145.4754,1,2.4,0.5,4.9,7
red,9.4842,0.4086,0.3551,5.0011,0.09,5.2916,153.1992,1,2.3,0.8,11.4,4
red,7.6427,1.0799,0.5086,3.3673,0.15,3.7315,98.4222,1.01,2.4,0.3,4.6,6
red,12.8694,0.6348,0.5192,2.9296,0.11,26.615,136.2762,1,3.8,1.1,7.5,3
red,8.3382,0.5552,0.3139,2.4685,0.05,28.6833,66.3302,0.99,1.5,1.2,10.9,3
red,11.5089,0.1091,0.0402,6.327,0.19,52.8831,84.9969,1.01,2.5,1.1,10.1,7
red,4.7166,0.0963,0.2358,0.5254,0.14,26.4263,105.2982,0.99,1.8,1.2,10.1,8
red,0.2138,0.822,0.38,6.4839,0.08,32.3511,123.0302,1,2.9,1.3,11,3
red,5.8156,1.2215,0.5933,4.1024,0.06,3.4214,112.8533,1.01,3,0.4,13.3,3
red,0.0366,0.0083,0.4508,3.7376,0.13,19.3355,144.9718,0.99,3.6,0.3,12.1,6
red,8.351,0.671,0.0825,5.4142,0.18,5.3837,56.1719,0.99,3.5,0.5,5.5,4
red,0.1877,1.2085,0.3204,3.4095,0.11,14.5032,113.0543,1,2.9,0.7,11.8,4
red,4.4377,0.9223,0.2353,2.7484,0.1,43.0003,68.2334,0.99,3,0.4,8.7,6
red,10.0152,0.5777,0.4991,0.2585,0.07,15.2953,153.4491,0.99,2.8,0.3,8.3,4
red,9.5401,0.5818,0.7468,4.6801,0.14,18.4598,10.7249,1,2.2,1,12.8,5
red,2.4355,0.5353,0.6247,6.1024,0.17,4.1601,117.2024,1.01,3.3,0.8,11.2,7
red,4.1533,0.5849,0.2248,3.9814,0.17,6.5272,158.7333,0.99,2.4,0.5,6,5
red,13.0906,1.1081,0.2649,2.7751,0.13,38.6174,169.6788,1,2.8,0.4,8,5
red,4.3313,1.3041,0.6477,6.6325,0.2,3.5524,59.642,0.99,2.6,1.2,10.5,7
red,5.9473,0.7469,0.2324,0.6472,0.05,59.19,15.0325,1.01,2.2,1,6.5,8
red,12.1604,1.22,0.1289,5.6751,0.18,44.697,151.172,0.99,1.5,1,8.7,6
red,6.1887,0.1707,0.5157,2.3831,0.2,21.7032,91.0051,0.99,2.5,0.5,10.6,8
red,11.3051,0.3494,0.4961,5.3872,0.18,16.327,149.081,1,2.2,0.5,11.8,7
red,3.1781,0.2878,0.2993,5.7916,0.1,8.6367,166.27,1,1.5,0.8,6.8,5
red,0.7023,0.8655,0.4918,3.6564,0.05,53.9521,160.0665,1,3.5,1.2,8.9,5
red,12.9332,0.8489,0.0225,4.6488,0.11,34.166,81.2902,1.01,2.3,0.7,12.9,3
red,7.1439,0.252,0.4157,6.0806,0.06,26.8088,55.0445,1.01,1.5,0.9,7.9,5
red,13.0163,0.8961,0.2825,1.6695,0.11,48.1745,160.1357,1,3.2,0.5,10.7,5
red,1.4518,0.065,0.578,6.3079,0.12,53.6205,111.1877,1,3.6,0.6,8,5
red,13.059,0.2592,0.6254,5.7388,0.06,55.7974,47.8105,1.01,2.8,0.6,9.4,5
red,7.1117,0.1173,0.06,4.2378,0.16,34.9156,164.4561,1,2.7,0.5,7.2,4
red,10.9883,0.4169,0.3585,6.0635,0.09,6.3451,164.3793,0.99,1.5,0.7,7.9,8
red,7.5145,0.3717,0.3471,0.669,0.11,27.6117,98.2254,0.99,3.2,0.5,6,4
red,13.7226,0.971,0.0962,1.1426,0.06,38.1453,162.4099,0.99,1.6,0.9,9.7,4
red,9.5483,0.2793,0.7092,2.0554,0.06,50.9245,124.4009,1.01,2.5,0.5,8.1,8
red,0.473,0.5925,0.6928,3.3132,0.13,11.7155,144.3128,1,3,1.1,6.7,7
red,2.3922,1.13,0.1362,5.8747,0.18,26.7689,139.931,0.99,3.8,0.9,11.4,3
red,11.8167,0.9998,0.1376,3.4302,0.16,28.4133,71.4512,0.99,3.2,1.2,6.5,6
red,12.5312,0.5383,0.0857,0.5406,0.13,42.7073,22.6034,1,3.8,1,7.2,7
red,14.4511,1.3319,0.2922,6.2958,0.16,43.4502,134.8279,0.99,3.4,0.3,7,8
red,0.5314,0.9284,0.6995,3.6224,0.13,41.9534,41.4115,1,2,1.2,8.2,7
red,8.6098,0.3308,0.731,3.8848,0.14,19.1029,136.8055,0.99,2,1.3,12.1,4
red,9.3126,0.3893,0.6684,2.0117,0.06,23.7837,96.851,0.99,3.5,1.2,9.5,4
red,11.0119,1.276,0.0244,4.6416,0.06,34.7841,156.8644,1,2.3,0.4,8.5,8
red,4.1259,0.3594,0.6197,4.5349,0.1,1.8003,59.9913,1,1.5,0.4,11.2,7
red,4.9351,0.3701,0.3261,6.214,0.06,58.1961,119.4106,0.99,2.2,1.3,8.2,5
red,7.3463,1.317,0.4199,5.9939,0.14,31.0776,46.9208,1,3.5,0.5,5.7,5
red,12.1216,0.761,0.2644,2.7766,0.12,35.2243,27.7574,0.99,3,1,6.6,7
red,0.299,0.7237,0.1798,1.9516,0.19,26.5294,160.0323,1,3.8,0.6,10,8
red,14.7684,0.1709,0.0281,6.3481,0.16,32.2247,134.0977,0.99,3,0.6,8.8,4
red,9.0223,0.6789,0.3762,5.9137,0.19,35.4755,95.2426,1,2.1,1,6.9,4
red,9.5335,0.9213,0.5719,6.2336,0.1,9.4053,143.1959,1.01,1.9,0.3,6.1,3
red,1.9483,0.6655,0.4185,4.1545,0.07,34.3683,118.5078,1.01,3.8,1.3,11.2,5
red,7.2197,0.2407,0.5677,5.7566,0.09,54.8017,36.0599,1,1.8,1.3,11,4
red,13.2394,1.2308,0.3521,1.1489,0.11,14.9428,88.8318,1,1.8,0.7,9.2,6
red,4.83,1.0817,0.0492,5.6604,0.1,34.332,73.3597,1,1.5,0.9,8.1,5
red,7.4542,0.2139,0.2136,4.1348,0.1,4.5425,143.5681,0.99,1.4,0.6,11,3
red,13.9829,0.799,0.0334,0.427,0.18,38.2129,60.6008,1.01,2.5,1.1,5.1,6
red,0.21,0.9138,0.523,5.5481,0.15,31.7475,79.5188,1,1.9,0.8,12.1,7
red,14.8734,1.1735,0.7499,0.9567,0.07,48.1354,110.4485,1,2.4,1,5.2,3
red,1.5754,0.2122,0.1786,1.6877,0.17,35.4227,164.7501,0.99,1.7,0.3,9.2,7
red,0.3824,0.7109,0.3275,4.7588,0.15,22.4797,80.9004,1,3.4,1,11.4,3
red,13.9694,0.9091,0.724,5.965,0.16,15.9811,123.0811,0.99,2.5,1.3,7.8,8
red,13.4755,0.045,0.3504,1.7412,0.07,35.6903,77.5615,1,2.4,0.7,5.6,4
red,8.8209,0.3516,0.1061,6.7634,0.19,48.923,61.6093,1,3.6,0.3,5.1,6
red,7.827,1.052,0.3936,1.1694,0.09,11.6433,39.7935,0.99,1.5,1.1,5.1,7
red,0.3566,1.0864,0.0586,6.8712,0.14,34.3588,29.0615,1,3,0.4,7.4,8
red,11.0199,0.0555,0.7101,4.3757,0.16,55.1325,44.4229,1.01,1.6,0.4,12.3,5
red,3.6573,0.8291,0.2915,1.7807,0.09,25.9261,28.3705,0.99,1.7,1.3,12.1,7
red,10.25,0.2105,0.7375,6.0484,0.08,1.6961,132.4091,1,1.5,1,5.3,3
red,0.5811,1.1977,0.1305,2.4028,0.16,7.1617,57.5556,1,1.7,0.9,12.4,4
red,3.6265,1.2891,0.5064,0.1707,0.2,37.1756,53.0332,1,2.8,0.4,11.1,5
red,0.552,0.3478,0.3374,2.0076,0.2,21.662,119.099,1,3.5,0.7,11.6,3
red,13.4456,0.406,0.4878,3.3691,0.09,39.423,36.5187,0.99,1.8,0.9,11.9,6
red,11.7498,0.844,0.6573,3.2621,0.15,8.2828,60.9748,1.01,2.6,1.3,11.3,7
red,12.599,0.3583,0.2666,4.7629,0.13,43.2111,51.0146,0.99,3.7,0.8,9.2,8
red,4.4604,0.1714,0.7587,4.8551,0.15,9.2064,68.3712,1,1.4,0.3,5.6,8
red,3.7274,0.3022,0.0157,2.0926,0.06,52.711,149.4021,0.99,2.8,0.7,12.5,3
red,6.7798,0.8951,0.7331,2.8056,0.16,41.5933,42.1917,0.99,2.1,0.9,12.3,6
red,9.1248,0.9493,0.072,0.4523,0.15,8.5077,154.2365,1,2.8,0.4,6.1,3
red,4.5923,0.6718,0.6754,2.086,0.11,24.9753,99.7565,0.99,2.7,1.1,12.9,3
red,4.185,0.5906,0.4628,1.278,0.2,57.4462,121.5247,1.01,1.4,0.9,5.1,3
red,1.8824,0.8965,0.3814,0.1344,0.1,37.0659,38.3811,1.01,1.7,0.4,7.2,4
red,3.4658,1.1227,0.3323,0.7131,0.1,56.7426,126.4933,0.99,2.2,0.3,11.7,5
red,11.0843,0.2577,0.5767,4.6759,0.05,13.9926,56.7105,1,2.9,0.8,5.3,4
red,10.2368,0.0709,0.0718,6.1748,0.2,22.9047,67.4466,1.01,2.4,0.3,8.5,5
red,13.4232,1.1474,0.3687,6.3686,0.2,47.6675,126.3974,1,3.5,1.1,7.1,8
red,3.1692,0.0213,0.0954,5.4434,0.07,11.4432,50.3885,0.99,3.8,0.5,9.3,4
red,3.3558,0.8151,0.1157,5.7433,0.18,25.5498,132.9752,0.99,1.7,0.6,9.7,7
red,10.9342,0.0692,0.2003,1.5358,0.07,12.4114,139.34,1,2.7,0.9,7.7,3
red,13.1352,0.6342,0.4233,2.477,0.09,21.188,130.9066,0.99,3.8,0.5,6.9,3
red,12.6352,0.7075,0.6537,1.2339,0.13,55.6298,25.4654,0.99,2.3,1.2,10.5,4
red,6.957,0.7071,0.0344,1.4432,0.16,18.9317,85.2594,1.01,1.8,1.2,10.2,4
red,1.3827,1.2402,0.6184,5.7792,0.12,53.4333,35.8592,0.99,2.5,1.3,10.4,6
red,3.81,0.6416,0.6039,6.6728,0.18,13.0522,61.7213,1,2.9,0.6,11.8,4
red,8.5716,0.5351,0.2813,5.0247,0.06,4.5857,20.0675,0.99,3.5,1,11.7,4
red,12.5782,0.8941,0.5696,0.8124,0.15,25.9818,84.5278,1,2.5,0.5,12.9,6
red,1.1039,0.782,0.4922,1.9991,0.06,12.3804,97.1822,0.99,1.6,0.6,5,6
red,9.1348,1.2078,0.4346,4.3092,0.09,43.9137,144.6849,1,1.5,0.3,7.8,6
red,1.3884,0.7294,0.1463,2.4728,0.07,56.7822,125.8538,1,1.8,1,6.2,8
red,4.1407,1.02,0.4735,1.8993,0.16,26.8727,60.3697,1,3.1,0.3,13,3
red,8.8724,0.9583,0.525,4.472,0.09,22.8301,18.6441,1,2,1,9.1,7
red,14.5231,1.14,0.4787,2.9668,0.2,53.2004,68.2474,0.99,1.5,0.6,13.1,5
red,3.9823,0.8803,0.322,2.7494,0.14,43.7629,60.2667,0.99,3,0.9,11.3,7
red,9.9418,0.0844,0.6741,6.6572,0.11,53.2481,58.8535,0.99,1.5,1.2,12.3,5
red,3.9407,1.296,0.566,5.6285,0.13,56.734,82.1429,0.99,2.2,1.2,10.1,5
red,10.9182,1.0876,0.7701,3.965,0.14,55.3894,149.6851,0.99,3.3,0.6,6.9,3
red,11.4755,0.6161,0.1683,0.6681,0.17,55.2351,73.4862,1,3.1,1,4.8,8
red,5.5012,0.0663,0.3598,5.3563,0.1,8.4981,123.9693,0.99,2.5,0.3,12.3,4
red,14.7421,0.0197,0.397,4.0859,0.08,10.8388,50.9316,1,3.1,0.8,8.5,4
red,11.8831,0.2244,0.6596,6.2586,0.18,11.2089,30.5899,1.01,3.1,1,10.9,5
red,0.9123,1.0377,0.4052,1.6468,0.08,37.5916,40.8512,0.99,3.2,1.3,11.9,5
red,14.932,0.6163,0.683,3.569,0.2,46.95,27.6078,1,1.5,0.6,11.9,6
red,11.3822,0.1847,0.0835,0.073,0.2,8.2426,108.8652,1,2.1,0.7,8.3,6
red,2.0738,1.0974,0.3074,4.4818,0.2,48.7722,158.0548,1,1.8,0.6,5.9,8
red,9.7751,0.1618,0.1102,6.3794,0.09,56.8054,32.9551,0.99,1.7,0.7,13.2,8
red,11.973,1.3258,0.2518,2.3048,0.15,25.1529,75.2788,1,1.6,1,8.1,5
red,10.7252,0.1984,0.6615,5.2916,0.1,6.6368,25.5685,0.99,3.8,0.4,5.2,8
red,5.538,1.2036,0.768,1.2791,0.1,41.4578,95.8603,1,3.3,0.8,7.9,5
red,7.0654,0.2501,0.2092,3.1672,0.13,37.5326,21.47,0.99,2.5,0.5,6.1,4
red,6.9943,1.1383,0.424,3.6098,0.05,58.3447,75.2353,1,3.7,0.9,8.7,4
red,13.5748,0.3481,0.6032,6.0207,0.11,33.453,34.0392,1.01,3.8,1.2,4.5,3
red,10.1774,0.3255,0.0687,4.0289,0.06,14.7146,132.8697,0.99,3.7,0.9,8.2,4
red,7.6154,0.9831,0.751,2.8548,0.1,25.9573,13.1637,1,3.5,0.9,9.6,4
red,5.2031,0.5292,0.3976,4.2404,0.13,18.6402,168.9989,1,3.2,0.5,5.8,8
red,4.9219,0.7822,0.3598,1.677,0.18,23.563,31.3509,0.99,2.8,0.6,9.6,3
red,14.7046,0.1511,0.0014,4.35,0.11,55.7415,83.3887,0.99,2.1,0.4,5.4,8
red,8.0274,0.3164,0.535,3.5391,0.18,20.5319,121.0248,0.99,2,0.3,13.5,4
red,6.5501,0.8575,0.2862,2.8239,0.14,13.2727,38.2656,0.99,2.2,1.3,6.9,3
red,0.6929,0.8053,0.6014,6.3722,0.14,7.0275,58.1017,0.99,3.5,1.1,8.4,8
red,0.1605,1.0006,0.3768,2.4294,0.06,28.5115,52.5787,1,2.9,0.9,8.6,4
red,9.7204,0.4284,0.0633,5.5162,0.08,1.2697,100.8937,1,3.2,0.3,9.6,7
red,8.9932,0.5258,0.3484,5.1159,0.19,43.7687,63.0245,1.01,2.7,0.4,6.8,6
red,10.028,0.4787,0.5643,0.6954,0.12,31.565,144.564,0.99,2.8,0.5,9.5,6
red,1.5952,1.1695,0.1294,1.6184,0.09,56.0704,108.7171,1,3.5,0.5,6,7
red,12.6729,0.9387,0.7198,2.5413,0.05,18.3809,87.8227,1,2.2,0.6,5.6,4
red,1.9941,0.5472,0.5939,4.5253,0.16,24.1526,63.7647,0.99,2.9,0.5,13,4
red,0.9318,0.2263,0.626,6.6264,0.12,45.5596,94.5948,1,3.6,0.4,11.5,3
red,14.69,1.2445,0.6557,0.0772,0.07,19.0979,165.7169,1,1.5,0.4,8.2,5
red,7.6092,1.2977,0.5545,1.4748,0.13,26.7658,63.5151,1.01,2.1,0.3,6.4,6
red,11.2861,1.0705,0.1187,0.5984,0.16,41.9517,73.7614,1.01,1.5,1.1,13.4,4
red,8.7277,1.2956,0.7832,4.3184,0.12,21.7647,93.3392,0.99,2.5,0.3,5.6,5
red,1.2769,0.7779,0.6045,5.9025,0.15,9.2394,98.323,1.01,1.5,0.4,6.4,8
red,1.1041,0.2301,0.2273,3.131,0.12,8.181,119.471,1,3.1,0.7,5.4,6
red,13.3945,0.7761,0.5447,6.3497,0.07,44.4601,101.3441,1.01,3.1,1.1,8.9,8
red,9.4255,1.3263,0.012,6.5886,0.19,46.3073,54.6635,0.99,2.5,0.6,9.1,7
red,2.8472,0.8159,0.3282,5.1544,0.05,19.7289,166.1635,1,2.3,1,6.3,7
red,3.7228,0.2776,0.7415,0.8804,0.19,18.8619,100.6198,0.99,3.8,1,7.4,6
red,9.63,1.2255,0.5901,3.2917,0.2,44.287,60.1263,0.99,3.2,1,5.3,4
red,1.1493,1.3295,0.711,3.1996,0.19,31.5252,144.9501,1,3.5,0.6,13.5,7
red,12.3165,0.7636,0.0457,2.7227,0.14,38.7152,17.5784,0.99,2.1,0.6,9.9,3
red,2.6636,0.1297,0.4925,4.303,0.11,41.7863,42.1932,1,1.4,0.4,10.8,4
red,10.9541,0.9774,0.0269,6.1526,0.18,34.3085,35.5598,1.01,2.1,0.5,9.2,6
red,14.2884,1.2733,0.6337,0.7036,0.09,45.7196,115.6578,1,2.5,0.5,12.1,7
red,13.5626,0.3407,0.265,2.3817,0.14,6.3325,46.3008,0.99,3.6,0.8,10,3
red,9.5878,0.2414,0.0139,3.8796,0.14,1.9043,41.142,1,1.6,0.9,10.5,5
red,1.3664,0.8271,0.4199,5.2858,0.18,53.2189,105.6202,0.99,1.9,0.5,7.7,7
red,7.7684,0.3247,0.0615,4.4171,0.08,48.0352,40.4834,0.99,1.8,0.9,9.1,7
red,12.6322,1.1107,0.101,1.8623,0.18,15.8117,111.6068,1,1.9,1.1,7.8,3
red,4.536,1.2597,0.6409,6.9553,0.12,57.5166,107.1306,0.99,1.8,0.4,9.8,3
red,7.724,0.3726,0.5352,0.4674,0.08,2.4054,50.7604,0.99,2.8,1.1,13.2,5
red,1.1079,0.9828,0.7073,6.6986,0.15,30.2864,131.8361,0.99,2.2,0.7,10.5,8
red,14.2191,0.0296,0.2233,6.3466,0.09,59.5591,169.7424,1,2.9,1.1,12.7,4
red,3.6282,0.6299,0.5983,6.9361,0.09,8.1085,158.8127,1,3.1,0.3,10,4
red,5.1654,0.7552,0.3364,1.2406,0.05,30.7716,53.5044,0.99,3.1,0.5,11.2,6
red,8.458,1.3312,0.6284,4.2247,0.14,9.0164,33.1413,0.99,2.8,0.5,5.5,6
red,2.4089,0.6778,0.361,5.3715,0.1,22.2039,79.6285,1.01,2.2,0.9,7.8,3
red,5.6095,0.5887,0.4965,1.2006,0.1,56.4464,97.6409,0.99,1.9,1.3,7,7
red,10.918,1.1491,0.3211,1.9987,0.17,43.583,20.6417,0.99,3.6,0.3,9.4,4
red,1.347,1.2239,0.7772,5.8228,0.07,57.4829,12.6719,1,3,1.2,11.6,8
red,14.8471,0.7677,0.1912,2.6217,0.18,58.5658,32.9483,0.99,2.6,1.2,13.1,8
red,0.6034,0.7958,0.4897,3.4967,0.18,16.2706,130.9755,0.99,3.7,1.2,12.3,7
red,7.7241,1.2577,0.5052,5.9326,0.06,26.8039,48.7782,0.99,1.9,1.2,12.3,6
red,2.58,1.0401,0.2026,4.3742,0.05,36.6159,14.6977,1,2.2,0.7,9.2,3
red,8.9646,0.5397,0.779,3.6763,0.07,22.968,106.6784,0.99,3.4,0.6,10.6,5
red,9.2575,0.7221,0.7869,2.8964,0.13,31.5856,61.2138,0.99,1.9,1,11.6,6
red,1.6924,0.6213,0.4683,6.4444,0.15,26.07,21.2339,1.01,2.7,1.1,11.4,3
red,2.6649,1.1322,0.7097,3.3498,0.18,30.4044,16.0573,1,3.6,0.7,10.3,4
red,3.3458,0.7167,0.0614,3.08,0.06,43.6336,106.1982,1.01,3.6,0.6,5.8,7
red,8.7877,0.1532,0.409,5.4816,0.08,55.5632,125.7835,1,1.5,0.3,6.6,5
red,12.8977,0.7892,0.4071,3.3947,0.18,55.9096,48.3538,0.99,2,0.4,10.5,8
red,9.9197,1.2517,0.4534,0.5495,0.18,12.4695,162.8604,1,2.7,1.1,7.8,6
red,1.9463,0.7193,0.2837,1.3413,0.17,27.6171,70.7808,0.99,2.6,0.4,10.6,6
red,0.7879,0.6248,0.349,0.5181,0.13,32.7319,64.0989,0.99,1.6,0.5,9.7,3
